증권종류,회사명,종목코드,업종,주요제품,상장일,결산일,대표자명,홈페이지,지역
유가증권,현대퓨처넷,126560,전기 통신업,전기 통신업,2010-12-23,12월,김성일,http://www.hyundaifuturenet.com,서울특별시
코스닥,대정화금,120240,기초 화학물질 제조업,기초 화학물질 제조업,2010-12-20,12월,송영준,http://www.daejung.kr,경기도
유가증권,KTis,058860,기타 정보 서비스업,기타 정보 서비스업,2010-12-17,12월,이선주,http://www.ktis.co.kr,서울특별시
유가증권,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2010-12-16,12월,함흥규,http://www.kepid.co.kr,서울특별시
코스닥,피제이메탈,128660,1차 비철금속 제조업,1차 비철금속 제조업,2010-12-13,12월,하경식,없음,서울특별시
코스닥,옵투스제약,131030,의약품 제조업,의약품 제조업,2010-12-03,12월,심상호,http://www.optuspharm.com,충청북도
코스닥,에이루트,096690,컴퓨터 및 주변장치 제조업,컴퓨터 및 주변장치 제조업,2010-12-01,12월,서문동..,http://www.aroot.co.kr,경기도
유가증권,엘브이엠씨,CYM080,자동차 판매업,자동차 판매업,2010-11-30,12월,이창엽..,http://www.lvmcholdings.net,케이맨 제도
코스닥,티비씨,033830,텔레비전 방송업,텔레비전 방송업,2010-11-29,12월,김한덕,http://www.tbc.co.kr,대구광역시
코스닥,시그네틱스,033170,반도체 제조업,반도체 제조업,2010-11-26,12월,심재석,http://www.signetics.com,경기도
코스닥,한국전자인증,041460,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-11-19,12월,신홍식,http://www.crosscert.com,서울특별시
코스닥,BGF에코머티리얼즈,126600,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱 물질 제조업,2010-11-12,12월,홍정혁,http://www.bgfecomaterials.com,경기도
코스닥,디케이락,105740,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2010-11-12,12월,노은식,http://ddd.dklok.com,경상남도
코스닥,위메이드플레이,123420,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-11-10,12월,우상준,http://corp.wemadeplay.com,경기도
코스닥,KH 미래물산,111870,영상 및 음향기기 제조업,영상 및 음향기기 제조업,2010-11-05,12월,박정훈,http://www.esambon.com,서울특별시
코스닥,아나패스,123860,반도체 제조업,반도체 제조업,2010-11-05,12월,이경호,http://www.anapass.com,서울특별시
코스닥,KNN,058400,텔레비전 방송업,텔레비전 방송업,2010-11-03,12월,이오상,http://www.knn.co.kr,부산광역시
코스닥,누리플랜,069140,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2010-10-26,12월,이형기,http://www.nuriplan.com,경기도
코스닥,아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업","그외 기타 전문, 과학 및 기술 서비스업",2010-10-26,12월,이장혁,http://www.iteksemi.com,경기도
코스닥,인화정공,101930,선박 및 보트 건조업,선박 및 보트 건조업,2010-10-22,12월,이인,http://www.ihpre.co.kr,경상남도
코스닥,셀피글로벌,068940,전자부품 제조업,전자부품 제조업,2010-10-19,12월,윤정엽,http://www.cardnsoft.com,대구광역시
코스닥,뉴온,123840,기타 식품 제조업,기타 식품 제조업,2010-10-05,12월,이청균..,http://www.vacuum-coater.com,인천광역시
유가증권,미스토홀딩스,081660,생활용품 도매업,생활용품 도매업,2010-09-28,12월,윤근창,http://www.mistoholdings.com,서울특별시
코스닥,알파칩스,117670,반도체 제조업,반도체 제조업,2010-09-17,12월,윤석원,http://www.alpha-holdings.co.kr,경기도
코스닥,포메탈,119500,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2010-09-17,12월,오호석,http://www.formetal.co.kr,충청남도
유가증권,KTcs,058850,기타 정보 서비스업,기타 정보 서비스업,2010-09-16,12월,지정용,http://www.ktcs.co.kr,대전광역시
코스닥,다원시스,068240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2010-09-14,12월,박선순,http://www.dawonsys.com ,경기도
유가증권,현대홈쇼핑,057050,무점포 소매업,무점포 소매업,2010-09-13,12월,정교선..,http://www.hmall.com,서울특별시
코스닥,씨젠,096530,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2010-09-10,12월,천종윤..,http://www.seegene.co.kr,서울특별시
코스닥,와이솔,122990,전자부품 제조업,전자부품 제조업,2010-09-10,12월,김지호,http://www.wisol.co.kr,경기도
코스닥,하이비젼시스템,126700,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,2010-09-10,12월,최 두..,http://www.hyvision.co.kr,경기도
코스닥,화신정공,126640,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2010-08-31,12월,정 서..,http://hsp.hwashin.co.kr,경상북도
코스닥,코리아에프티,123410,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2010-08-27,12월,오원석..,http://www.kftec.com,경기도
유가증권,도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2010-08-12,12월,박승우..,http://www.dohwa.co.kr,서울특별시
코스닥,엠에스오토텍,123040,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2010-08-06,12월,이태규..,http://ms-global.com,경상북도
코스닥,이글루,067920,기타 정보 서비스업,기타 정보 서비스업,2010-08-04,12월,이득춘,http://igloo.co.kr,서울특별시
유가증권,대성산업,128820,연료 소매업,연료 소매업,2010-07-30,12월,김영대..,http://www.daesung.co.kr,서울특별시
유가증권,아이마켓코리아,122900,상품 종합 도매업,상품 종합 도매업,2010-07-30,12월,김학재,http://www.imarketkorea.com,서울특별시
유가증권,한미약품,128940,의약품 제조업,의약품 제조업,2010-07-30,12월,박재현,없음,경기도
코스닥,인터로조,119610,의료용 기기 제조업,의료용 기기 제조업,2010-07-28,12월,노시철,http://interojo.com,경기도
코스닥,하이텍팜,106190,기초 의약물질 제조업,기초 의약물질 제조업,2010-07-28,12월,김정수,http://www.htpharm.com,충청북도
유가증권,우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2010-07-26,12월,이재상..,http://www.woojininc.com,경기도
유가증권,무학,033920,알코올음료 제조업,알코올음료 제조업,2010-07-20,12월,최재호..,http://www.muhak.co.kr,경상남도
코스닥,에스디시스템,121890,전자부품 제조업,전자부품 제조업,2010-07-16,12월,박봉용,http://www.sdsystem.co.kr,경기도
코스닥,알톤,123750,그외 기타 운송장비 제조업,그외 기타 운송장비 제조업,2010-07-02,12월,김신성,http://www.altonsports.co.kr,경기도
코스닥,유비벨록스,089850,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-06-18,12월,이흥복,http://www.veloxsoft.com,서울특별시
코스닥,오르비텍,046120,기타 과학기술 서비스업,기타 과학기술 서비스업,2010-06-15,12월,도은성,http://orbitech.co.kr,서울특별시
유가증권,이연제약,102460,의약품 제조업,의약품 제조업,2010-06-10,12월,정순옥..,http://reyonpharm.co.kr,서울특별시
코스닥,엑스큐어,070300,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-06-09,12월,안은철,http://www.xcure.co.kr,경기도
코스닥,투비소프트,079970,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-06-01,12월,김모란..,http://www.tobesoft.com,서울특별시
유가증권,한국화장품,123690,생활용품 도매업,생활용품 도매업,2010-06-01,12월,이용준,http://www.ihkcos.co.kr,서울특별시
유가증권,에스제이엠,123700,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2010-05-31,12월,김휘중..,없음,경기도
코스닥,인피니트헬스케어,071200,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-05-26,12월,홍기태..,http://infinitt.com,서울특별시
코스닥,서진오토모티브,122690,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2010-05-25,12월,고만윤,http://www.secoautomotive.com,경기도
코스닥,인지소프트,100030,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2010-05-25,12월,정정기,http://inzisoft.com,서울특별시
유가증권,HL홀딩스,060980,기타 금융업,기타 금융업,2010-05-19,12월,김광헌..,http://hlholdings.co.kr,경기도
유가증권,삼성생명,032830,보험업,보험업,2010-05-12,12월,홍원학,http://www.samsunglife.com,서울특별시
유가증권,신세계푸드,031440,음식점업,음식점업,2010-04-29,12월,강승협,http://www.shinsegaefood.com,서울특별시
코스닥,이스트아시아홀딩스,HKG050,기타 금융업,기타 금융업,2010-04-23,12월,정강위..,http://www.qiuzhi.com,홍콩
코스닥,애머릿지,USA040,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,2010-04-21,12월,이지훈,http://ameridgecorp.com,미국
코스닥,케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2010-04-14,12월,김광묵,http://www.kcins.co.kr,경상북도
코스닥,씨엑스아이,CYM060,기타 금융업,기타 금융업,2010-03-31,06월,린진성,없음,케이맨 제도
코스닥,HLB테라퓨틱스,115450,기타 전문 도매업,기타 전문 도매업,2010-03-26,12월,안기홍,없음,경기도
코스닥,삼기,122350,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2010-03-19,12월,김치환..,http://www.samkee.com,충청남도
유가증권,한화생명,088350,보험업,보험업,2010-03-17,12월,권혁웅..,http://www.hanwhalife.com,서울특별시
코스닥,이미지스,115610,반도체 제조업,반도체 제조업,2010-02-26,12월,김정철,http://imagis.co.kr,경기도
유가증권,조선선재,120030,기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,2010-02-19,12월,장원영,http://www.chosunwelding.com,경상북도
코스닥,인포바인,115310,전기 통신업,전기 통신업,2010-02-09,12월,권 성..,http://www.infovine.co.kr,서울특별시
코스닥,케이이엠텍,106080,전자부품 제조업,전자부품 제조업,2010-02-09,12월,박용직,http://www.kem-tech.co.kr,경기도
코스닥,모베이스,101330,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2010-02-04,12월,손병준..,http://www.mobase.com,경기도
유가증권,코오롱인더,120110,화학섬유 제조업,화학섬유 제조업,2010-02-01,12월,"허성,..",http://www.kolonindustries.com/,서울특별시
유가증권,KC코트렐,119650,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2010-01-29,12월,박기서,http://www.kc-cottrell.com/,서울특별시
유가증권,지역난방공사,071320,"증기, 냉·온수 및 공기조절 공급업","증기, 냉·온수 및 공기조절 공급업",2010-01-29,12월,정용기,http://www.kdhc.co.kr,경기도
코스닥,스타플렉스,115570,플라스틱제품 제조업,플라스틱제품 제조업,2010-01-27,12월,강민표,http://www.star-flex.com,충청북도
코스닥,우리넷,115440,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2010-01-27,12월,김광수..,http://www.woori-net.com,경기도
코스닥,아세아텍,050860,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2010-01-26,06월,김신길..,http://www.asiakor.com,대구광역시
유가증권,영흥,012160,1차 철강 제조업,1차 철강 제조업,2010-01-25,12월,강근욱,http://www.youngwire.com,충청남도
코스닥,폴라리스우노,114630,화학섬유 제조업,화학섬유 제조업,2010-01-15,12월,최용성,http://www.unon.co.kr,전북특별자치도
코스닥,코디,080530,기타 화학제품 제조업,기타 화학제품 제조업,2010-01-05,12월,김도연,http://www.kodi-s.com,경기도
유가증권,메타케어,118000,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2009-12-30,12월,이수진,http://www.meta-care.co.kr,경기도
코스닥,글로벌에스엠,CYM050,기타 금융업,기타 금융업,2009-12-23,12월,유대희,http://www.globalsmtech.com,케이맨 제도
코스닥,DGI,099520,영상 및 음향기기 제조업,영상 및 음향기기 제조업,2009-12-22,12월,박상열..,http://www.itxai.com,서울특별시
코스닥,그린생명과학,114450,기초 의약물질 제조업,기초 의약물질 제조업,2009-12-22,12월,양준화..,http://www.kpxls.com/ ,전라남도
코스닥,디와이피엔에프,104460,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2009-12-22,12월,유병욱,http://www.dypnf.com,서울특별시
코스닥,위메이드,112040,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2009-12-18,12월,Par..,http://wemade.com,경기도
유가증권,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2009-12-14,12월,김태균,http://www.kepco-enc.com,경상북도
코스닥,셀바스AI,108860,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2009-12-10,12월,곽민철,http://www.selvasai.com,서울특별시
코스닥,이원컴포텍,088290,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2009-12-01,12월,박주성,http://www.ewonseat.co.kr,전북특별자치도
코스닥,강원에너지,114190,기타 전기장비 제조업,기타 전기장비 제조업,2009-11-20,12월,신진용..,http://kwenergy.co.kr,전북특별자치도
유가증권,GKL,114090,유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,2009-11-19,12월,윤두현,http://www.grandkorea.com,서울특별시
코스닥,휴맥스,115160,영상 및 음향기기 제조업,영상 및 음향기기 제조업,2009-11-16,12월,정성민,http://kr.humaxdigital.com,경기도
코스닥,앱토크롬,109960,기타 전문 도매업,기타 전문 도매업,2009-11-13,12월,김정출,http://www.aprogen-hng.com,경기도
유가증권,SK,034730,기타 금융업,기타 금융업,2009-11-11,12월,최태원..,http://www.sk-inc.com/,서울특별시
코스닥,동방선기,099410,선박 및 보트 건조업,선박 및 보트 건조업,2009-11-10,12월,김성욱,http://www.dongbangsm.co.kr,경상남도
코스닥,KS인더스트리,101000,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-11-06,12월,손광일..,http://https://ks-industry.co.kr/,경상남도
코스닥,진매트릭스,109820,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2009-11-06,12월,김수옥,http://www.genematrix.net,경기도
유가증권,황금에스티,032560,1차 비철금속 제조업,1차 비철금속 제조업,2009-10-29,12월,김종현,http://www.hwangkum.com,경기도
코스닥,비츠로셀,082920,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2009-10-28,12월,장승국,http://www.vitzrocell.com,충청남도
유가증권,하이트진로,000080,알코올음료 제조업,알코올음료 제조업,2009-10-19,12월,김인규,http://www.hitejinro.com,서울특별시
코스닥,한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2009-10-09,09월,김근영,http://hansbiomed.com,서울특별시
유가증권,동양생명,082640,보험업,보험업,2009-10-08,12월,성대규,http://www.myangel.co.kr,서울특별시
코스닥,NHN벅스,104200,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2009-10-06,12월,왕문주,http://www.bugs.co.kr,서울특별시
코스닥,아이앤씨,052860,반도체 제조업,반도체 제조업,2009-10-06,12월,박창일,http://www.inctech.co.kr,경기도
유가증권,유니온머티리얼,047400,"내화, 비내화 요업제품 제조업","내화, 비내화 요업제품 제조업",2009-09-29,12월,김진영..,http://unionmaterials.com,대구광역시
코스닥,케이엔더블유,105330,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2009-09-29,12월,박현달,http://www.knwkorea.com,경기도
유가증권,형지엘리트,093240,봉제의복 제조업,봉제의복 제조업,2009-09-28,06월,최준호,http://www.hyungji-elite.com,인천광역시
코스닥,디에스케이,109740,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-09-23,12월,김태구..,http://www.dsk.co.kr,경기도
코스닥,제넥신,095700,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2009-09-15,12월,홍성준..,http://genexine.com,서울특별시
코스닥,톱텍,108230,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-09-15,12월,정지용,http://toptec.co.kr,경상북도
코스닥,동국S&C,100130,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2009-08-31,12월,이원휘,http://www.dongkuksnc.co.kr,경상북도
코스닥,에스앤더블류,103230,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2009-08-05,12월,정우진,http://www.snwcorp.com,부산광역시
유가증권,키움증권,039490,금융 지원 서비스업,금융 지원 서비스업,2009-08-03,12월,엄주성,http://www.kiwoom.com,서울특별시
유가증권,영원무역,111770,상품 종합 도매업,상품 종합 도매업,2009-07-30,12월,성기학,없음,서울특별시
코스닥,컴투스홀딩스,063080,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2009-07-30,12월,정철호,http://holdings.com2us.com/,서울특별시
코스닥,동일금속,109860,금속 주조업,금속 주조업,2009-07-28,12월,오길봉,http://www.dongilmetal.co.kr,경상북도
유가증권,한미글로벌,053690,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2009-06-23,12월,윤요현..,http://www.hanmiparsons.com,서울특별시
유가증권,동아지질,028100,기반조성 및 시설물 축조관련 전문공사업,기반조성 및 시설물 축조관련 전문공사업,2009-06-12,12월,최정욱..,http://www.dage.co.kr,부산광역시
코스닥,어보브반도체,102120,반도체 제조업,반도체 제조업,2009-06-05,12월,"최원,..",http://abov.co.kr,충청북도
코스닥,위메이드맥스,101730,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2009-06-03,12월,이길형..,http://www.wemademax.com,경기도
코스닥,이엔에프테크놀로지,102710,기타 화학제품 제조업,기타 화학제품 제조업,2009-05-28,12월,지용석..,http://www.enftech.com/,경기도
코스닥,스맥,099440,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-05-26,12월,최영섭,http://www.esmec.com,경상남도
코스닥,SDN,099220,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2009-05-19,12월,백형근..,http://www.sdn-i.com,경기도
코스닥,한국정밀기계,101680,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-05-19,12월,하종식,http://www.hnkkorea.com,경상남도
유가증권,HD현대마린엔진,071970,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2009-05-15,12월,강영,http://www.hd-marineengine.com,경상남도
코스닥,흥국,010240,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-05-12,12월,류명준,http://www.heungkuk.co.kr,충청남도
코스닥,우림피티에스,101170,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2009-04-28,12월,한현석..,http://www.woorimgear.co.kr,경상남도
코스닥,티플랙스,081150,1차 비철금속 제조업,1차 비철금속 제조업,2009-04-23,12월,김영국..,http://www.tplex.co.kr,경기도
유가증권,LX하우시스,108670,플라스틱제품 제조업,플라스틱제품 제조업,2009-04-20,12월,노진서..,http://www.lxhausys.com,서울특별시
코스닥,에스티오,098660,봉제의복 제조업,봉제의복 제조업,2009-04-17,12월,김흥수,http://www.thesto.kr,서울특별시
코스닥,에이테크솔루션,071670,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2009-04-17,12월,유영목,http://www.atechsolution.co.kr,경기도
코스닥,에스앤에스텍,101490,전자부품 제조업,전자부품 제조업,2009-04-14,12월,정수홍,http://www.snstech.co.kr,대구광역시
코스닥,뷰웍스,100120,의료용 기기 제조업,의료용 기기 제조업,2009-04-10,12월,김후식,http://www.vieworks.com,경기도
코스닥,코오롱생명과학,102940,기초 의약물질 제조업,기초 의약물질 제조업,2009-04-07,12월,김선진,없음,서울특별시
코스닥,엔시트론,101400,반도체 제조업,반도체 제조업,2009-03-31,12월,정인견,http://www.neofidelity.com,서울특별시
유가증권,한세실업,105630,봉제의복 제조업,봉제의복 제조업,2009-03-20,12월,김익환..,http://www.hansae.com,서울특별시
유가증권,주성코퍼레이션,109070,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2009-03-17,12월,허용호,http://www.joosungcorp.com,충청남도
코스닥,파인테크닉스,106240,전구 및 조명장치 제조업,전구 및 조명장치 제조업,2009-03-16,12월,김근우,http://www.finetechnix.com,경기도
유가증권,미원홀딩스,107590,기타 금융업,기타 금융업,2009-03-02,12월,김정돈..,없음,경기도
코스닥,이수앱지스,086890,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2009-02-03,12월,유준수,http://www.abxis.com,경기도
코스닥,대성파인텍,104040,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2009-01-23,12월,김병준..,http://www.dsfinetec.com,경상남도
코스닥,유비쿼스홀딩스,078070,기타 금융업,기타 금융업,2009-01-23,12월,이상근,http://www.ubiquoss.com,경기도
코스닥,메디톡스,086900,기초 의약물질 제조업,기초 의약물질 제조업,2009-01-16,12월,정현호,http://www.medytox.com,충청북도
코스닥,엠게임,058630,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2008-12-19,12월,권이형,http://www.mgamecorp.com,서울특별시
코스닥,아이컴포넌트,059100,전자부품 제조업,전자부품 제조업,2008-12-16,12월,김양국,http://www.i-components.co.kr,경기도
유가증권,NAVER,035420,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2008-11-28,12월,최수연,http://www.navercorp.com,경기도
코스닥,HLB생명과학,067630,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2008-11-25,12월,남상우..,http://www.hlb-ls.com,경기도
코스닥,이크레더블,092130,기타 정보 서비스업,기타 정보 서비스업,2008-10-24,12월,민영창,http://www.ecredible.co.kr,서울특별시
유가증권,부국철강,026940,1차 철강 제조업,1차 철강 제조업,2008-10-14,12월,남상규..,http://www.bks.co.kr,광주광역시
유가증권,KB금융,105560,기타 금융업,기타 금융업,2008-10-10,12월,양종희,http://www.kbfg.com,서울특별시
코스닥,세운메디칼,100700,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2008-09-30,12월,이재희,http://SEWOONMEDICAL.CO.KR,충청남도
유가증권,한국철강,104700,1차 철강 제조업,1차 철강 제조업,2008-09-29,12월,문종인..,http://www.kisco.co.kr,경상남도
코스닥,마이크로컨텍솔,098120,전자부품 제조업,전자부품 제조업,2008-09-23,12월,양승은,http://www.mcsgroup.co.kr,충청남도
코스닥,이엠앤아이,083470,기초 화학물질 제조업,기초 화학물질 제조업,2008-09-18,12월,대표이..,http://emni.co.kr,경기도
유가증권,일진전기,103590,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2008-08-01,12월,"황수,..",없음,경기도
유가증권,풍산,103140,1차 비철금속 제조업,1차 비철금속 제조업,2008-07-30,12월,"류진,..",http://www.poongsan.co.kr,경기도
유가증권,LG이노텍,011070,전자부품 제조업,전자부품 제조업,2008-07-24,12월,문혁수,http://www.lginnotek.co.kr,서울특별시
코스닥,아이엠,101390,전자부품 제조업,전자부품 제조업,2008-07-23,12월,김태동,http://www.im2006.com,경기도
코스닥,웰크론한텍,076080,건물 건설업,건물 건설업,2008-07-18,12월,이영규..,http://www.welcronhantec.co.kr,경기도
코스닥,하이드로리튬,101670,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2008-07-15,12월,전  ..,없음,경기도
코스닥,슈프리마에이치큐,094840,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2008-07-11,12월,이재원,없음,경기도
유가증권,명문제약,017180,의약품 제조업,의약품 제조업,2008-07-10,12월,배철한,http://www.mmpharm.co.kr,경기도
코스닥,서울옥션,063170,상품 중개업,상품 중개업,2008-07-01,12월,이옥경,없음,서울특별시
코스닥,이스트소프트,047560,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2008-07-01,12월,정상원,없음,서울특별시
유가증권,비상교육,100220,"서적, 잡지 및 기타 인쇄물 출판업","서적, 잡지 및 기타 인쇄물 출판업",2008-06-30,12월,양태회,http://www.visang.com,경기도
코스닥,크레버스,096240,일반 교습 학원,일반 교습 학원,2008-06-27,12월,이동훈..,http://creverse.com,서울특별시
유가증권,동성케미컬,102260,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱 물질 제조업,2008-06-23,12월,이만우..,http://idongsung.com,부산광역시
코스닥,월덱스,101160,전자부품 제조업,전자부품 제조업,2008-06-19,12월,배종식,없음,경상북도
코스닥,쎄트렉아이,099320,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2008-06-13,12월,김이을,http://www.satreci.com,대전광역시
유가증권,쌍방울,102280,봉제의복 제조업,봉제의복 제조업,2008-06-10,12월,정운호,http://www.sbw.co.kr,서울특별시
코스닥,브리지텍,064480,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2008-06-04,12월,신경식,http://www.bridgetec.co.kr,서울특별시
코스닥,고영,098460,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2008-06-03,12월,고광일,http://www.kohyoung.com,경기도
코스닥,조이시티,067000,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2008-05-30,12월,조성원,http://www.joycity.com,경기도
코스닥,우진비앤지,018620,의약품 제조업,의약품 제조업,2008-05-20,12월,강석진..,http://www.woogenebng.com,경기도
코스닥,테스,095610,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2008-05-20,12월,주숭일..,http://www.hites.co.kr,경기도
코스닥,예스24,053280,무점포 소매업,무점포 소매업,2008-05-07,12월,김석환..,없음,서울특별시
코스닥,엘디티,096870,반도체 제조업,반도체 제조업,2008-05-02,12월,정재천,없음,충청남도
유가증권,LG유플러스,032640,전기 통신업,전기 통신업,2008-04-21,12월,홍범식,http://www.uplus.co.kr,서울특별시
코스닥,메타바이오메드,059210,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,2008-04-15,12월,오석송,http://wwwlmeta-biomed.com,충청북도
코스닥,효성오앤비,097870,"비료, 농약 및 살균, 살충제 제조업","비료, 농약 및 살균, 살충제 제조업",2008-04-08,06월,박태헌..,없음,충청남도
유가증권,인바이오젠,101140,기계장비 및 관련 물품 도매업,기계장비 및 관련 물품 도매업,2008-04-02,12월,강지연,http://www.inbiogen.co.kr ,서울특별시
유가증권,아시아나항공,020560,항공 여객 운송업,항공 여객 운송업,2008-03-28,12월,송보영,http://www.flyasiana.com,서울특별시
유가증권,SNT에너지,100840,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2008-02-22,12월,김형섭,http://www.hisnt.com,경상남도
유가증권,진양홀딩스,100250,플라스틱제품 제조업,플라스틱제품 제조업,2008-02-15,12월,양준영..,http://cyholdings.kr,부산광역시
코스닥,한울소재과학,091440,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2008-02-01,12월,신규철..,http://www.hanwoolms.com,경기도
유가증권,엔케이,085310,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",2008-01-24,12월,박제완,http://www.nkcf.com,부산광역시
코스닥,에코볼트,097780,자동차 신품 부품 제조업,자동차 신품 부품 제조업,2008-01-23,12월,김상엽,http://www.s-mac.co.kr,충청남도
코스닥,에스코넥,096630,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2007-12-26,12월,김치원,http://www.s-connect.co.kr,경기도
코스닥,일신바이오,068330,일반 목적용 기계 제조업,일반 목적용 기계 제조업,2007-12-26,12월,홍성대,없음,경기도
코스닥,서원인텍,093920,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,2007-12-20,12월,김재윤,http://seowonintech.co.kr,경기도
코스닥,이씨에스,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2007-12-18,03월,현해남,http://www.ecstel.co.kr,서울특별시
